id,checkid,vertercheckstatus,time
2967,1484,Start,19:19
2968,1484,Success,12:48
2969,1485,Start,03:39
2970,1485,Failure,01:13
2971,1486,Start,12:12
2972,1486,Failure,07:07
2973,1487,Start,10:58
2974,1487,Success,06:54
2975,1488,Start,08:44
2976,1488,Success,20:20
2977,1489,Start,18:18
2978,1489,Success,02:50
2979,1490,Start,08:32
2980,1490,Failure,15:15
2981,1491,Start,10:34
2982,1491,Failure,05:17
2983,1492,Start,02:50
2984,1492,Success,14:26
2985,1493,Start,16:52
2986,1493,Failure,01:49
2987,1494,Start,10:46
2988,1494,Success,06:30
2989,1495,Start,08:08
2990,1495,Failure,07:19
2991,1496,Start,10:46
2992,1496,Failure,17:29
2993,1497,Start,19:07
2994,1497,Success,20:56
2995,1498,Start,03:39
2996,1498,Failure,23:11
2997,1499,Start,03:39
2998,1499,Failure,03:15
2999,1500,Start,03:27
3000,1500,Failure,09:09
3001,1501,Start,01:25
3002,1501,Success,20:20
3003,1502,Start,16:16
3004,1502,Success,10:22
3005,1503,Start,01:37
3006,1503,Failure,17:05
3007,1504,Start,11:23
3008,1504,Failure,01:37
3009,1505,Start,12:48
3010,1505,Failure,03:15
3011,1506,Start,02:38
3012,1506,Failure,17:53
3013,1507,Start,13:37
3014,1507,Success,14:14
3015,1508,Start,13:25
3016,1508,Success,08:32
3017,1509,Start,11:11
3018,1509,Failure,09:57
3019,1510,Start,20:20
3020,1510,Success,18:42
3021,1511,Start,13:13
3022,1511,Success,10:10
3023,1512,Start,00:36
3024,1512,Failure,07:19
3025,1513,Start,08:20
3026,1513,Success,22:58
3027,1514,Start,10:58
3028,1514,Failure,19:55
3029,1515,Start,02:38
3030,1515,Failure,15:39
3031,1516,Start,01:01
3032,1516,Failure,15:15
3033,1517,Start,13:13
3034,1517,Failure,01:49
3035,1518,Start,04:40
3036,1518,Success,14:38
3037,1519,Start,21:45
3038,1519,Failure,11:59
3039,1520,Start,19:19
3040,1520,Failure,05:05
3041,1521,Start,02:38
3042,1521,Failure,15:27
3043,1522,Start,14:26
3044,1522,Success,10:58
3045,1523,Start,16:28
3046,1523,Success,04:52
3047,1524,Start,20:20
3048,1524,Success,08:44
3049,1525,Start,02:02
3050,1525,Success,08:44
3051,1526,Start,14:38
3052,1526,Success,16:52
3053,1527,Start,12:12
3054,1527,Failure,03:51
3055,1528,Start,00:00
3056,1528,Success,04:28
3057,1529,Start,12:12
3058,1529,Success,22:58
3059,1530,Start,17:17
3060,1530,Failure,19:19
3061,1531,Start,20:08
3062,1531,Failure,15:51
3063,1532,Start,01:25
3064,1532,Success,22:58
3065,1533,Start,19:19
3066,1533,Success,16:28
3067,1534,Start,16:52
3068,1534,Failure,23:35
3069,1535,Start,03:51
3070,1535,Failure,07:43
3071,1536,Start,08:20
3072,1536,Success,00:12
3073,1537,Start,19:07
3074,1537,Failure,05:29
3075,1538,Start,07:55
3076,1538,Failure,11:35
3077,1539,Start,02:50
3078,1539,Failure,01:37
3079,1540,Start,11:47
3080,1540,Failure,19:43
3081,1541,Start,19:55
3082,1541,Failure,13:49
3083,1542,Start,16:52
3084,1542,Success,18:30
3085,1543,Start,22:22
3086,1543,Success,16:52
3087,1544,Start,08:08
3088,1544,Failure,19:55
3089,1545,Start,15:51
3090,1545,Failure,09:33
3091,1546,Start,03:27
3092,1546,Failure,15:51
3093,1547,Start,02:38
3094,1547,Failure,05:05
3095,1548,Start,20:32
3096,1548,Failure,15:15
3097,1549,Start,22:46
3098,1549,Success,16:28
3099,1550,Start,01:01
3100,1550,Failure,09:21
3101,1551,Start,07:31
3102,1551,Failure,23:47
3103,1552,Start,16:52
3104,1552,Failure,05:05
3105,1553,Start,15:03
3106,1553,Failure,19:55
3107,1554,Start,19:19
3108,1554,Success,12:36
3109,1555,Start,20:08
3110,1555,Success,06:06
3111,1556,Start,02:38
3112,1556,Failure,13:25
3113,1557,Start,15:51
3114,1557,Success,20:44
3115,1558,Start,23:59
3116,1558,Failure,09:09
3117,1559,Start,00:12
3118,1559,Success,14:26
3119,1560,Start,07:43
3120,1560,Failure,15:51
3121,1561,Start,22:46
3122,1561,Failure,17:41
3123,1562,Start,11:11
3124,1562,Success,22:46
3125,1563,Start,09:57
3126,1563,Failure,11:11
3127,1564,Start,10:58
3128,1564,Success,18:54
3129,1565,Start,19:43
3130,1565,Failure,21:45
3131,1566,Start,11:35
3132,1566,Success,08:20
3133,1567,Start,00:12
3134,1567,Success,00:12
3135,1568,Start,19:43
3136,1568,Success,02:14
3137,1569,Start,21:21
3138,1569,Failure,15:27
3139,1570,Start,12:00
3140,1570,Failure,03:39
3141,1571,Start,21:57
3142,1571,Failure,11:59
3143,1572,Start,14:02
3144,1572,Failure,19:07
3145,1573,Start,13:01
3146,1573,Success,00:24
3147,1574,Start,07:55
3148,1574,Success,12:24
3149,1575,Start,18:42
3150,1575,Failure,23:47
3151,1576,Start,12:48
3152,1576,Success,12:12
3153,1577,Start,03:39
3154,1577,Success,10:58
3155,1578,Start,10:46
3156,1578,Failure,17:05
3157,1579,Start,02:26
3158,1579,Failure,13:25
3159,1580,Start,12:48
3160,1580,Success,20:08
3161,1581,Start,20:56
3162,1581,Failure,15:03
3163,1582,Start,02:38
3164,1582,Failure,09:09
3165,1583,Start,14:02
3166,1583,Failure,15:15
3167,1584,Start,08:20
3168,1584,Failure,01:01
3169,1585,Start,15:51
3170,1585,Failure,19:55
3171,1586,Start,14:14
3172,1586,Success,20:56
3173,1587,Start,22:22
3174,1587,Success,18:18
3175,1588,Start,09:21
3176,1588,Success,08:08
3177,1589,Start,10:22
3178,1589,Success,02:26
3179,1590,Start,20:20
3180,1590,Success,06:18
3181,1591,Start,05:29
3182,1591,Failure,05:41
3183,1592,Start,03:51
3184,1592,Success,16:52
3185,1593,Start,18:30
3186,1593,Success,16:16
3187,1594,Start,10:58
3188,1594,Failure,13:01
3189,1595,Start,07:19
3190,1595,Failure,19:31
3191,1596,Start,21:09
3192,1596,Success,14:26
3193,1597,Start,13:49
3194,1597,Failure,13:37
3195,1598,Start,06:54
3196,1598,Success,06:30
3197,1599,Start,04:16
3198,1599,Failure,01:37
3199,1600,Start,13:25
3200,1600,Success,10:58
3201,1601,Start,08:20
3202,1601,Failure,15:51
3203,1602,Start,06:30
3204,1602,Failure,03:03
3205,1603,Start,10:10
3206,1603,Success,12:24
3207,1604,Start,20:08
3208,1604,Success,08:08
3209,1605,Start,15:39
3210,1605,Success,08:08
3211,1606,Start,14:02
3212,1606,Success,04:40
3213,1607,Start,18:30
3214,1607,Success,22:10
3215,1608,Start,12:36
3216,1608,Failure,05:29
3217,1609,Start,05:05
3218,1609,Success,04:40
3219,1610,Start,04:16
3220,1610,Failure,23:35
3221,1611,Start,15:03
3222,1611,Success,12:24
3223,1612,Start,03:27
3224,1612,Failure,01:49
3225,1613,Start,20:56
3226,1613,Failure,03:51
3227,1614,Start,20:20
3228,1614,Failure,17:17
3229,1615,Start,13:13
3230,1615,Success,04:40
3231,1616,Start,10:34
3232,1616,Failure,05:41
3233,1617,Start,02:02
3234,1617,Success,06:06
3235,1618,Start,11:23
3236,1618,Success,10:34
3237,1619,Start,07:55
3238,1619,Success,12:00
3239,1620,Start,21:57
3240,1620,Success,22:22
3241,1621,Start,22:22
3242,1621,Failure,19:43
3243,1622,Start,21:21
3244,1622,Success,02:14
3245,1623,Start,10:34
3246,1623,Success,08:44
3247,1624,Start,22:58
3248,1624,Failure,11:35
3249,1625,Start,05:41
3250,1625,Failure,05:29
3251,1626,Start,07:31
3252,1626,Success,08:56
3253,1627,Start,12:48
3254,1627,Success,04:40
3255,1628,Start,02:26
3256,1628,Failure,11:11
3257,1629,Start,14:02
3258,1629,Failure,11:11
3259,1630,Start,09:57
3260,1630,Failure,03:27
3261,1631,Start,11:47
3262,1631,Failure,01:01
3263,1632,Start,09:45
3264,1632,Failure,03:39
3265,1633,Start,06:06
3266,1633,Failure,17:29
3267,1634,Start,05:05
3268,1634,Success,06:18
3269,1635,Start,03:03
3270,1635,Failure,23:23
3271,1636,Start,21:45
3272,1636,Failure,17:53
3273,1637,Start,06:30
3274,1637,Success,04:40
3275,1638,Start,04:04
3276,1638,Failure,21:33
3277,1639,Start,02:14
3278,1639,Success,14:02
3279,1640,Start,09:57
3280,1640,Success,04:28
3281,1641,Start,18:30
3282,1641,Failure,05:29
3283,1642,Start,05:53
3284,1642,Failure,17:05
3285,1643,Start,22:34
3286,1643,Success,08:56
3287,1644,Start,07:43
3288,1644,Success,04:40
3289,1645,Start,19:19
3290,1645,Failure,13:01
3291,1646,Start,06:54
3292,1646,Failure,09:09
3293,1647,Start,07:55
3294,1647,Failure,19:31
3295,1648,Start,22:22
3296,1648,Success,12:24
3297,1649,Start,22:46
3298,1649,Failure,09:09
3299,1650,Start,22:58
3300,1650,Success,22:58
3301,1651,Start,17:29
3302,1651,Failure,01:37
3303,1652,Start,19:19
3304,1652,Failure,17:05
3305,1653,Start,09:09
3306,1653,Success,00:12
3307,1654,Start,16:40
3308,1654,Failure,01:13
3309,1655,Start,15:51
3310,1655,Failure,23:35
3311,1656,Start,20:44
3312,1656,Failure,05:29
3313,1657,Start,17:29
3314,1657,Success,00:24
3315,1658,Start,09:09
3316,1658,Success,08:56
3317,1659,Start,14:14
3318,1659,Success,02:50
3319,1660,Start,02:02
3320,1660,Failure,13:37
3321,1661,Start,01:49
3322,1661,Failure,05:53
3323,1662,Start,19:31
3324,1662,Success,04:40
3325,1663,Start,05:53
3326,1663,Failure,07:19
3327,1664,Start,00:48
3328,1664,Success,08:56
3329,1665,Start,03:03
3330,1665,Success,18:54
3331,1666,Start,01:01
3332,1666,Failure,17:05
3333,1667,Start,21:09
3334,1667,Failure,15:39
3335,1668,Start,05:05
3336,1668,Success,14:26
3337,1669,Start,05:29
3338,1669,Failure,15:27
3339,1670,Start,09:09
3340,1670,Failure,09:57
3341,1671,Start,07:31
3342,1671,Failure,09:33
3343,1672,Start,10:10
3344,1672,Failure,11:59
3345,1673,Start,06:30
3346,1673,Success,22:58
3347,1674,Start,11:35
3348,1674,Failure,19:55
3349,1675,Start,10:34
3350,1675,Success,12:00
3351,1676,Start,14:02
3352,1676,Failure,21:45
3353,1677,Start,19:07
3354,1677,Failure,21:21
3355,1678,Start,03:27
3356,1678,Failure,23:23
3357,1679,Start,13:25
3358,1679,Failure,11:11
3359,1680,Start,06:06
3360,1680,Success,22:34
3361,1681,Start,20:44
3362,1681,Failure,15:03
3363,1682,Start,05:05
3364,1682,Success,18:18
3365,1683,Start,05:41
3366,1683,Success,16:40
3367,1684,Start,09:45
3368,1684,Failure,11:59
3369,1685,Start,07:31
3370,1685,Success,12:48
3371,1686,Start,00:48
3372,1686,Success,04:16
3373,1687,Start,13:25
3374,1687,Failure,07:31
3375,1688,Start,22:34
3376,1688,Failure,11:47
3377,1689,Start,05:41
3378,1689,Failure,01:13
3379,1690,Start,21:33
3380,1690,Success,06:54
3381,1691,Start,13:13
3382,1691,Success,20:08
3383,1692,Start,04:04
3384,1692,Success,10:58
3385,1693,Start,11:47
3386,1693,Failure,11:11
3387,1694,Start,22:22
3388,1694,Success,18:06
3389,1695,Start,14:02
3390,1695,Failure,03:15
3391,1696,Start,00:24
3392,1696,Success,04:28
3393,1697,Start,22:22
3394,1697,Success,10:58
3395,1698,Start,21:33
3396,1698,Failure,13:37
3397,1699,Start,20:08
3398,1699,Success,08:08
3399,1700,Start,09:57
3400,1700,Failure,23:59
3401,1701,Start,03:03
3402,1701,Failure,03:03
3403,1702,Start,14:02
3404,1702,Failure,09:33
3405,1703,Start,10:10
3406,1703,Success,06:30
3407,1704,Start,10:34
3408,1704,Failure,11:23
3409,1705,Start,17:05
3410,1705,Failure,03:15
3411,1706,Start,05:53
3412,1706,Failure,19:19
3413,1707,Start,07:55
3414,1707,Success,10:46
3415,1708,Start,07:43
3416,1708,Failure,07:19
3417,1709,Start,23:11
3418,1709,Failure,23:59
3419,1710,Start,13:49
3420,1710,Failure,03:27
3421,1711,Start,08:44
3422,1711,Success,04:28
3423,1712,Start,07:31
3424,1712,Failure,01:37
3425,1713,Start,10:46
3426,1713,Failure,13:49
3427,1714,Start,16:52
3428,1714,Failure,23:47
3429,1715,Start,15:15
3430,1715,Failure,19:55
3431,1716,Start,04:28
3432,1716,Failure,07:19
3433,1717,Start,02:14
3434,1717,Success,08:20
3435,1718,Start,07:55
3436,1718,Failure,15:51
3437,1719,Start,17:53
3438,1719,Success,16:16
3439,1720,Start,09:33
3440,1720,Success,08:44
3441,1721,Start,18:42
3442,1721,Success,02:02
3443,1722,Start,05:29
3444,1722,Failure,01:49
3445,1723,Start,18:42
3446,1723,Success,16:52
3447,1724,Start,03:27
3448,1724,Failure,01:13
3449,1725,Start,16:28
3450,1725,Success,22:22
3451,1726,Start,07:31
3452,1726,Failure,07:19
3453,1727,Start,06:06
3454,1727,Success,02:50
3455,1728,Start,00:36
3456,1728,Failure,23:47
3457,1729,Start,01:37
3458,1729,Failure,07:43
3459,1730,Start,01:01
3460,1730,Failure,11:35
3461,1731,Start,06:54
3462,1731,Failure,21:09
3463,1732,Start,02:50
3464,1732,Success,22:46
3465,1733,Start,05:17
3466,1733,Failure,01:01
3467,1734,Start,21:45
3468,1734,Failure,23:59
3469,1735,Start,07:19
3470,1735,Success,06:18
3471,1736,Start,18:18
3472,1736,Success,00:00
3473,1737,Start,20:44
3474,1737,Success,22:58
3475,1738,Start,16:28
3476,1738,Success,16:04
3477,1739,Start,21:57
3478,1739,Failure,15:39
3479,1740,Start,12:24
3480,1740,Failure,09:45
3481,1741,Start,20:44
3482,1741,Success,10:10
3483,1742,Start,21:21
3484,1742,Success,04:28
3485,1743,Start,19:31
3486,1743,Failure,05:05
3487,1744,Start,18:30
3488,1744,Success,14:38
3489,1745,Start,18:06
3490,1745,Success,14:26
3491,1746,Start,03:03
3492,1746,Success,04:16
3493,1747,Start,10:46
3494,1747,Success,16:52
3495,1748,Start,11:23
3496,1748,Success,20:32
3497,1749,Start,09:57
3498,1749,Failure,23:47
3499,1750,Start,09:45
3500,1750,Success,00:00
3501,1751,Start,22:10
3502,1751,Failure,17:53
3503,1752,Start,09:57
3504,1752,Success,10:22
3505,1753,Start,03:27
3506,1753,Success,20:56
3507,1754,Start,21:33
3508,1754,Failure,17:53
3509,1755,Start,03:27
3510,1755,Failure,07:55
3511,1756,Start,22:58
3512,1756,Success,20:44
3513,1757,Start,21:09
3514,1757,Success,10:10
3515,1758,Start,23:59
3516,1758,Success,14:26
3517,1759,Start,23:35
3518,1759,Failure,19:19
3519,1760,Start,03:39
3520,1760,Failure,13:37
3521,1761,Start,09:21
3522,1761,Success,06:18
3523,1762,Start,20:32
3524,1762,Failure,11:35
3525,1763,Start,05:53
3526,1763,Success,08:32
3527,1764,Start,21:45
3528,1764,Failure,17:17
3529,1765,Start,17:29
3530,1765,Failure,13:13
3531,1766,Start,12:24
3532,1766,Success,20:08
3533,1767,Start,07:19
3534,1767,Failure,13:25
3535,1768,Start,18:18
3536,1768,Failure,13:49
3537,1769,Start,00:12
3538,1769,Success,06:06
3539,1770,Start,21:45
3540,1770,Failure,15:27
3541,1771,Start,17:53
3542,1771,Success,14:02
3543,1772,Start,22:10
3544,1772,Failure,23:11
3545,1773,Start,17:17
3546,1773,Failure,15:27
3547,1774,Start,20:20
3548,1774,Failure,13:37
3549,1775,Start,15:27
3550,1775,Failure,19:55
3551,1776,Start,10:10
3552,1776,Failure,19:31
3553,1777,Start,14:38
3554,1777,Success,14:02
3555,1778,Start,20:08
3556,1778,Failure,15:51
3557,1779,Start,21:09
3558,1779,Success,12:24
3559,1780,Start,20:44
3560,1780,Failure,07:55
3561,1781,Start,04:16
3562,1781,Success,00:12
3563,1782,Start,15:39
3564,1782,Failure,01:37
3565,1783,Start,19:55
3566,1783,Failure,03:03
3567,1784,Start,09:33
3568,1784,Success,18:54
3569,1785,Start,14:50
3570,1785,Success,18:54
3571,1786,Start,00:12
3572,1786,Success,08:32
3573,1787,Start,15:39
3574,1787,Failure,23:47
3575,1788,Start,04:52
3576,1788,Failure,21:57
3577,1789,Start,15:27
3578,1789,Failure,01:37
3579,1790,Start,20:44
3580,1790,Failure,09:33
3581,1791,Start,22:34
3582,1791,Failure,23:59
3583,1792,Start,13:25
3584,1792,Success,20:56
3585,1793,Start,03:15
3586,1793,Success,22:10
3587,1794,Start,00:00
3588,1794,Success,00:36
3589,1795,Start,12:12
3590,1795,Failure,03:27
3591,1796,Start,18:54
3592,1796,Success,16:40
3593,1797,Start,18:54
3594,1797,Failure,11:35
3595,1798,Start,15:39
3596,1798,Failure,21:09
3597,1799,Start,23:23
3598,1799,Success,00:12
3599,1800,Start,01:01
3600,1800,Success,02:38
3601,1801,Start,07:19
3602,1801,Success,12:36
3603,1802,Start,12:24
3604,1802,Failure,05:05
3605,1803,Start,14:50
3606,1803,Success,12:12
3607,1804,Start,21:21
3608,1804,Success,04:16
3609,1805,Start,00:12
3610,1805,Success,10:58
3611,1806,Start,04:40
3612,1806,Success,06:18
3613,1807,Start,19:43
3614,1807,Failure,01:25
3615,1808,Start,21:33
3616,1808,Success,04:16
3617,1809,Start,11:47
3618,1809,Success,20:44
3619,1810,Start,03:15
3620,1810,Success,16:16
3621,1811,Start,15:39
3622,1811,Success,04:28
3623,1812,Start,18:18
3624,1812,Success,08:44
3625,1813,Start,00:00
3626,1813,Success,04:04
3627,1814,Start,23:59
3628,1814,Failure,09:09
3629,1815,Start,17:53
3630,1815,Success,06:54
3631,1816,Start,16:28
3632,1816,Success,10:34
3633,1817,Start,00:24
3634,1817,Failure,19:55
3635,1818,Start,15:51
3636,1818,Failure,01:13
3637,1819,Start,01:37
3638,1819,Success,20:32
3639,1820,Start,01:13
3640,1820,Success,22:46
3641,1821,Start,21:21
3642,1821,Failure,05:05
3643,1822,Start,05:05
3644,1822,Failure,21:33
3645,1823,Start,07:55
3646,1823,Success,18:18
3647,1824,Start,22:10
3648,1824,Success,00:36
3649,1825,Start,16:40
3650,1825,Failure,13:25
3651,1826,Start,06:18
3652,1826,Failure,15:51
3653,1827,Start,09:45
3654,1827,Success,20:32
3655,1828,Start,02:02
3656,1828,Success,04:16
3657,1829,Start,04:52
3658,1829,Failure,07:31
3659,1830,Start,04:52
3660,1830,Success,02:02
3661,1831,Start,07:07
3662,1831,Failure,05:17
3663,1832,Start,10:46
3664,1832,Failure,19:55
3665,1833,Start,06:54
3666,1833,Failure,07:55
3667,1834,Start,14:38
3668,1834,Failure,01:25
3669,1835,Start,20:56
3670,1835,Success,00:12
3671,1836,Start,18:54
3672,1836,Success,04:16
3673,1837,Start,01:49
3674,1837,Failure,01:13
3675,1838,Start,13:49
3676,1838,Failure,21:45
3677,1839,Start,21:21
3678,1839,Success,18:42
3679,1840,Start,04:28
3680,1840,Success,18:42
3681,1841,Start,17:53
3682,1841,Failure,11:23
3683,1842,Start,18:30
3684,1842,Failure,21:57
3685,1843,Start,13:37
3686,1843,Failure,11:47
3687,1844,Start,21:45
3688,1844,Failure,09:21
3689,1845,Start,00:36
3690,1845,Failure,19:07
3691,1846,Start,15:15
3692,1846,Failure,05:53
3693,1847,Start,04:28
3694,1847,Failure,03:27
3695,1848,Start,18:18
3696,1848,Failure,03:03
3697,1849,Start,01:01
3698,1849,Success,04:04
3699,1850,Start,01:37
3700,1850,Failure,03:15
3701,1851,Start,13:01
3702,1851,Failure,15:15
3703,1852,Start,20:32
3704,1852,Failure,21:21
3705,1853,Start,05:17
3706,1853,Failure,05:29
3707,1854,Start,08:56
3708,1854,Success,04:40
3709,1855,Start,10:22
3710,1855,Success,12:12
3711,1856,Start,03:27
3712,1856,Success,20:20
3713,1857,Start,01:49
3714,1857,Success,06:42
3715,1858,Start,03:39
3716,1858,Failure,11:35
3717,1859,Start,12:48
3718,1859,Failure,15:27
3719,1860,Start,00:12
3720,1860,Success,18:54
3721,1861,Start,10:46
3722,1861,Failure,21:57
3723,1862,Start,18:18
3724,1862,Failure,09:21
3725,1863,Start,07:43
3726,1863,Failure,17:05
3727,1864,Start,05:05
3728,1864,Failure,07:43
3729,1865,Start,09:33
3730,1865,Success,18:42
3731,1866,Start,15:39
3732,1866,Success,08:32
3733,1867,Start,00:00
3734,1867,Failure,11:35
3735,1868,Start,07:55
3736,1868,Failure,23:23
3737,1869,Start,16:52
3738,1869,Success,06:54
3739,1870,Start,00:36
3740,1870,Failure,09:09
3741,1871,Start,09:45
3742,1871,Failure,13:49
3743,1872,Start,16:04
3744,1872,Failure,19:07
3745,1873,Start,16:04
3746,1873,Success,00:24
3747,1874,Start,19:19
3748,1874,Success,14:26
3749,1875,Start,07:31
3750,1875,Failure,11:11
3751,1876,Start,14:14
3752,1876,Failure,11:59
3753,1877,Start,07:07
3754,1877,Failure,09:45
3755,1878,Start,20:56
3756,1878,Success,14:02
3757,1879,Start,07:43
3758,1879,Success,20:56
3759,1880,Start,16:52
3760,1880,Success,18:18
3761,1881,Start,13:13
3762,1881,Success,06:06
3763,1882,Start,09:21
3764,1882,Success,10:46
3765,1883,Start,11:23
3766,1883,Failure,19:31
3767,1884,Start,17:41
3768,1884,Success,02:26
3769,1885,Start,00:24
3770,1885,Success,14:38
3771,1886,Start,17:53
3772,1886,Success,22:46
3773,1887,Start,22:10
3774,1887,Success,20:08
3775,1888,Start,23:35
3776,1888,Failure,07:19
3777,1889,Start,16:16
3778,1889,Failure,21:33
3779,1890,Start,18:18
3780,1890,Failure,09:21
3781,1891,Start,10:46
3782,1891,Failure,09:57
3783,1892,Start,07:43
3784,1892,Success,22:34
3785,1893,Start,08:20
3786,1893,Success,20:20
3787,1894,Start,18:30
3788,1894,Failure,05:05
3789,1895,Start,16:28
3790,1895,Failure,03:27
3791,1896,Start,23:35
3792,1896,Failure,21:45
3793,1897,Start,11:47
3794,1897,Success,22:22
3795,1898,Start,11:11
3796,1898,Success,00:00
3797,1899,Start,17:29
3798,1899,Success,20:08
3799,1900,Start,09:21
3800,1900,Failure,11:11
3801,1901,Start,00:36
3802,1901,Failure,15:03
3803,1902,Start,15:15
3804,1902,Success,14:26
3805,1903,Start,12:12
3806,1903,Success,14:02
3807,1904,Start,22:58
3808,1904,Success,00:12
3809,1905,Start,07:19
3810,1905,Failure,07:31
3811,1906,Start,05:41
3812,1906,Success,02:14
3813,1907,Start,15:27
3814,1907,Success,20:08
3815,1908,Start,19:07
3816,1908,Failure,03:39
3817,1909,Start,01:37
3818,1909,Failure,21:21
3819,1910,Start,11:11
3820,1910,Success,10:58
3821,1911,Start,22:22
3822,1911,Success,00:24
3823,1912,Start,16:52
3824,1912,Success,14:50
3825,1913,Start,23:35
3826,1913,Failure,15:39
3827,1914,Start,00:00
3828,1914,Success,18:06
3829,1915,Start,18:30
3830,1915,Failure,15:51
3831,1916,Start,22:34
3832,1916,Success,08:08
3833,1917,Start,00:36
3834,1917,Failure,11:47
3835,1918,Start,00:36
3836,1918,Success,02:26
3837,1919,Start,22:34
3838,1919,Failure,19:07
3839,1920,Start,02:50
3840,1920,Failure,11:23
3841,1921,Start,08:56
3842,1921,Success,16:28
3843,1922,Start,16:16
3844,1922,Success,12:48
3845,1923,Start,22:46
3846,1923,Success,04:16
3847,1924,Start,10:46
3848,1924,Success,06:30
3849,1925,Start,23:47
3850,1925,Failure,03:51
3851,1926,Start,13:25
3852,1926,Success,18:30
3853,1927,Start,02:14
3854,1927,Success,20:44
3855,1928,Start,12:36
3856,1928,Failure,01:13
3857,1929,Start,16:40
3858,1929,Success,16:52
3859,1930,Start,04:28
3860,1930,Failure,13:13
3861,1931,Start,10:46
3862,1931,Failure,21:57
3863,1932,Start,14:14
3864,1932,Failure,19:07
3865,1933,Start,21:21
3866,1933,Failure,19:31
3867,1934,Start,20:56
3868,1934,Success,06:30
3869,1935,Start,10:34
3870,1935,Failure,15:39
3871,1936,Start,11:23
3872,1936,Failure,05:05
3873,1937,Start,14:38
3874,1937,Success,20:08
3875,1938,Start,20:08
3876,1938,Failure,01:37
3877,1939,Start,21:45
3878,1939,Success,04:04
3879,1940,Start,16:16
3880,1940,Success,02:50
3881,1941,Start,09:21
3882,1941,Success,06:30
3883,1942,Start,21:57
3884,1942,Failure,13:49
3885,1943,Start,15:15
3886,1943,Success,20:56
3887,1944,Start,10:10
3888,1944,Failure,21:57
3889,1945,Start,13:13
3890,1945,Failure,15:27
3891,1946,Start,09:09
3892,1946,Success,02:02
3893,1947,Start,13:13
3894,1947,Success,14:26
3895,1948,Start,03:39
3896,1948,Failure,23:23
3897,1949,Start,23:11
3898,1949,Success,10:58
3899,1950,Start,05:05
3900,1950,Failure,15:27
3901,1951,Start,10:46
3902,1951,Failure,01:13
3903,1952,Start,07:43
3904,1952,Failure,11:35
3905,1953,Start,05:17
3906,1953,Failure,09:57
3907,1954,Start,20:08
3908,1954,Failure,19:31
3909,1955,Start,16:16
3910,1955,Success,16:16
3911,1956,Start,02:14
3912,1956,Failure,19:55
3913,1957,Start,01:25
3914,1957,Failure,09:57
3915,1958,Start,23:59
3916,1958,Success,18:42
3917,1959,Start,18:54
3918,1959,Success,16:40
3919,1960,Start,16:40
3920,1960,Failure,15:27
3921,1961,Start,12:00
3922,1961,Success,02:14
3923,1962,Start,07:55
3924,1962,Failure,17:29
3925,1963,Start,00:48
3926,1963,Failure,15:15
3927,1964,Start,02:50
3928,1964,Success,16:52
3929,1965,Start,05:29
3930,1965,Failure,03:39
3931,1966,Start,15:15
3932,1966,Failure,03:15
3933,1967,Start,21:21
3934,1967,Success,02:26
3935,1968,Start,19:31
3936,1968,Failure,07:19
3937,1969,Start,08:56
3938,1969,Success,16:28
3939,1970,Start,02:14
3940,1970,Failure,05:29
3941,1971,Start,12:12
3942,1971,Success,06:18
3943,1972,Start,15:27
3944,1972,Failure,23:47
3945,1973,Start,16:52
3946,1973,Success,22:10
3947,1974,Start,20:08
3948,1974,Success,06:42
3949,1975,Start,08:56
3950,1975,Failure,09:09
3951,1976,Start,04:04
3952,1976,Failure,19:19
3953,1977,Start,18:30
3954,1977,Failure,21:21
3955,1978,Start,19:07
3956,1978,Failure,13:49
3957,1979,Start,13:25
3958,1979,Failure,11:35
3959,1980,Start,09:57
3960,1980,Success,14:50
3961,1981,Start,15:15
3962,1981,Failure,03:15
3963,1982,Start,19:07
3964,1982,Failure,23:35
3965,1983,Start,16:52
3966,1983,Success,00:24
3967,1984,Start,17:29
3968,1984,Failure,21:33
3969,1985,Start,20:32
3970,1985,Success,02:02
3971,1986,Start,15:03
3972,1986,Success,20:08
3973,1987,Start,08:56
3974,1987,Failure,15:39
3975,1988,Start,15:03
3976,1988,Success,22:34
3977,1989,Start,20:32
3978,1989,Failure,07:43
3979,1990,Start,05:53
3980,1990,Failure,01:13
3981,1991,Start,20:56
3982,1991,Failure,19:07
3983,1992,Start,22:34
3984,1992,Success,00:48
3985,1993,Start,19:19
3986,1993,Failure,03:15
3987,1994,Start,19:43
3988,1994,Success,14:02
3989,1995,Start,03:27
3990,1995,Failure,21:57
3991,1996,Start,03:03
3992,1996,Failure,09:21
3993,1997,Start,20:44
3994,1997,Failure,23:11
3995,1998,Start,17:05
3996,1998,Failure,11:23
3997,1999,Start,06:30
3998,1999,Failure,23:23
3999,2000,Start,14:02
4000,2000,Failure,09:33
4001,2001,Start,00:24
4002,2001,Failure,21:33
4003,2002,Start,08:44
4004,2002,Success,00:00
4005,2003,Start,09:21
4006,2003,Failure,05:29
4007,2004,Start,03:15
4008,2004,Failure,17:53
4009,2005,Start,11:35
4010,2005,Success,08:44
4011,2006,Start,08:44
4012,2006,Failure,17:05
4013,2007,Start,20:56
4014,2007,Failure,17:41
4015,2008,Start,09:45
4016,2008,Success,04:40
4017,2009,Start,04:04
4018,2009,Success,02:50
4019,2010,Start,12:36
